eq_id	root_symbol	template_symbol	cell_symbol	target_voc	target_unv	analysis__root_id	analysis__root	analysis__binyan	analysis__cell	analysis__form_id	analysis__r1	analysis__r2	analysis__r3
R078|T3|C1	R078	T3	C1	דִכַּנְתָּ	דכנת	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.2MSG	SYN-LX-677661ca0f.PST.2MSG	ד	כ	נ
R078|T3|C2	R078	T3	C2	דִכַּנְתְּ	דכנת	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.2FSG	SYN-LX-677661ca0f.PST.2FSG	ד	כ	נ
R078|T3|C3	R078	T3	C3	דִכֵּן	דכן	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.3MSG	SYN-LX-677661ca0f.PST.3MSG	ד	כ	נ
R078|T3|C4	R078	T3	C4	דִכְּנָה	דכנה	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.3FSG	SYN-LX-677661ca0f.PST.3FSG	ד	כ	נ
R078|T3|C5	R078	T3	C5	דִכַּנְנוּ	דכננו	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.1PL	SYN-LX-677661ca0f.PST.1PL	ד	כ	נ
R078|T3|C6	R078	T3	C6	דִכַּנְתֶּם	דכנתם	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.2MPL	SYN-LX-677661ca0f.PST.2MPL	ד	כ	נ
R078|T3|C7	R078	T3	C7	דִכַּנְתֶּן	דכנתן	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.2FPL	SYN-LX-677661ca0f.PST.2FPL	ד	כ	נ
R078|T3|C8	R078	T3	C8	דִכְּנוּ	דכנו	SYN-RT-caa8ed48b9	דכנ	PIEL	PST.3PL	SYN-LX-677661ca0f.PST.3PL	ד	כ	נ
R078|T4|C0	R078	T4	C0	הֻדְכַנְתִּי	הדכנתי	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.1SG	SYN-LX-8d4766ca33.PST.1SG	ד	כ	נ
R078|T4|C1	R078	T4	C1	הֻדְכַנְתָּ	הדכנת	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.2MSG	SYN-LX-8d4766ca33.PST.2MSG	ד	כ	נ
R078|T4|C2	R078	T4	C2	הֻדְכַנְתְּ	הדכנת	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.2FSG	SYN-LX-8d4766ca33.PST.2FSG	ד	כ	נ
R078|T4|C3	R078	T4	C3	הֻדְכַן	הדכן	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.3MSG	SYN-LX-8d4766ca33.PST.3MSG	ד	כ	נ
R078|T4|C4	R078	T4	C4	הֻדְכְנָה	הדכנה	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.3FSG	SYN-LX-8d4766ca33.PST.3FSG	ד	כ	נ
R078|T4|C5	R078	T4	C5	הֻדְכַנְנוּ	הדכננו	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.1PL	SYN-LX-8d4766ca33.PST.1PL	ד	כ	נ
R078|T4|C6	R078	T4	C6	הֻדְכַנְתֶּם	הדכנתם	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.2MPL	SYN-LX-8d4766ca33.PST.2MPL	ד	כ	נ
R078|T4|C7	R078	T4	C7	הֻדְכַנְתֶּן	הדכנתן	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.2FPL	SYN-LX-8d4766ca33.PST.2FPL	ד	כ	נ
R078|T4|C8	R078	T4	C8	הֻדְכְנוּ	הדכנו	SYN-RT-caa8ed48b9	דכנ	HUFAL	PST.3PL	SYN-LX-8d4766ca33.PST.3PL	ד	כ	נ
R078|T5|C0	R078	T5	C0	דָכַנְתִּי	דכנתי	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.1SG	SYN-LX-9509a0d6a7.PST.1SG	ד	כ	נ
R078|T5|C1	R078	T5	C1	דָכַנְתָּ	דכנת	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.2MSG	SYN-LX-9509a0d6a7.PST.2MSG	ד	כ	נ
R078|T5|C2	R078	T5	C2	דָכַנְתְּ	דכנת	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.2FSG	SYN-LX-9509a0d6a7.PST.2FSG	ד	כ	נ
R078|T5|C3	R078	T5	C3	דָכַן	דכן	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.3MSG	SYN-LX-9509a0d6a7.PST.3MSG	ד	כ	נ
R078|T5|C4	R078	T5	C4	דָכְנָה	דכנה	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.3FSG	SYN-LX-9509a0d6a7.PST.3FSG	ד	כ	נ
R078|T5|C5	R078	T5	C5	דָכַנְנוּ	דכננו	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.1PL	SYN-LX-9509a0d6a7.PST.1PL	ד	כ	נ
R078|T5|C6	R078	T5	C6	דְכַנְתֶּם	דכנתם	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.2MPL	SYN-LX-9509a0d6a7.PST.2MPL	ד	כ	נ
R078|T5|C7	R078	T5	C7	דְכַנְתֶּן	דכנתן	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.2FPL	SYN-LX-9509a0d6a7.PST.2FPL	ד	כ	נ
R078|T5|C8	R078	T5	C8	דָכְנוּ	דכנו	SYN-RT-caa8ed48b9	דכנ	PAAL	PST.3PL	SYN-LX-9509a0d6a7.PST.3PL	ד	כ	נ
R078|T6|C0	R078	T6	C0	הִתְדַכַּנְתִּי	התדכנתי	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.1SG	SYN-LX-c054684108.PST.1SG	ד	כ	נ
R078|T6|C1	R078	T6	C1	הִתְדַכַּנְתָּ	התדכנת	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.2MSG	SYN-LX-c054684108.PST.2MSG	ד	כ	נ
R078|T6|C2	R078	T6	C2	הִתְדַכַּנְתְּ	התדכנת	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.2FSG	SYN-LX-c054684108.PST.2FSG	ד	כ	נ
R078|T6|C3	R078	T6	C3	הִתְדַכֵּן	התדכן	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.3MSG	SYN-LX-c054684108.PST.3MSG	ד	כ	נ
R078|T6|C4	R078	T6	C4	הִתְדַכְּנָה	התדכנה	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.3FSG	SYN-LX-c054684108.PST.3FSG	ד	כ	נ
R078|T6|C5	R078	T6	C5	הִתְדַכַּנְנוּ	התדכננו	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.1PL	SYN-LX-c054684108.PST.1PL	ד	כ	נ
R078|T6|C6	R078	T6	C6	הִתְדַכַּנְתֶּם	התדכנתם	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.2MPL	SYN-LX-c054684108.PST.2MPL	ד	כ	נ
R078|T6|C7	R078	T6	C7	הִתְדַכַּנְתֶּן	התדכנתן	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.2FPL	SYN-LX-c054684108.PST.2FPL	ד	כ	נ
R078|T6|C8	R078	T6	C8	הִתְדַכְּנוּ	התדכנו	SYN-RT-caa8ed48b9	דכנ	HITPAEL	PST.3PL	SYN-LX-c054684108.PST.3PL	ד	כ	נ
R079|T0|C0	R079	T0	C0	נִצְגַפְתִּי	נצגפתי	SYN-RT-953db93f12	צגפ	NIFAL	PST.1SG	SYN-LX-78f87f4d31.PST.1SG	צ	ג	פ
R079|T0|C1	R079	T0	C1	נִצְגַפְתָּ	נצגפת	SYN-RT-953db93f12	צגפ	NIFAL	PST.2MSG	SYN-LX-78f87f4d31.PST.2MSG	צ	ג	פ
R079|T0|C2	R079	T0	C2	נִצְגַפְתְּ	נצגפת	SYN-RT-953db93f12	צגפ	NIFAL	PST.2FSG	SYN-LX-78f87f4d31.PST.2FSG	צ	ג	פ
R079|T0|C3	R079	T0	C3	נִצְגַף	נצגף	SYN-RT-953db93f12	צגפ	NIFAL	PST.3MSG	SYN-LX-78f87f4d31.PST.3MSG	צ	ג	פ
R079|T0|C4	R079	T0	C4	נִצְגְפָה	נצגפה	SYN-RT-953db93f12	צגפ	NIFAL	PST.3FSG	SYN-LX-78f87f4d31.PST.3FSG	צ	ג	פ
R079|T0|C5	R079	T0	C5	נִצְגַפְנוּ	נצגפנו	SYN-RT-953db93f12	צגפ	NIFAL	PST.1PL	SYN-LX-78f87f4d31.PST.1PL	צ	ג	פ
R079|T0|C6	R079	T0	C6	נִצְגַפְתֶּם	נצגפתם	SYN-RT-953db93f12	צגפ	NIFAL	PST.2MPL	SYN-LX-78f87f4d31.PST.2MPL	צ	ג	פ
R079|T0|C7	R079	T0	C7	נִצְגַפְתֶּן	נצגפתן	SYN-RT-953db93f12	צגפ	NIFAL	PST.2FPL	SYN-LX-78f87f4d31.PST.2FPL	צ	ג	פ
R079|T0|C8	R079	T0	C8	נִצְגְפוּ	נצגפו	SYN-RT-953db93f12	צגפ	NIFAL	PST.3PL	SYN-LX-78f87f4d31.PST.3PL	צ	ג	פ
R079|T1|C0	R079	T1	C0	הִצְגַפְתִּי	הצגפתי	SYN-RT-953db93f12	צגפ	HIFIL	PST.1SG	SYN-LX-a4f3e23a6a.PST.1SG	צ	ג	פ
R079|T1|C1	R079	T1	C1	הִצְגַפְתָּ	הצגפת	SYN-RT-953db93f12	צגפ	HIFIL	PST.2MSG	SYN-LX-a4f3e23a6a.PST.2MSG	צ	ג	פ
R079|T1|C2	R079	T1	C2	הִצְגַפְתְּ	הצגפת	SYN-RT-953db93f12	צגפ	HIFIL	PST.2FSG	SYN-LX-a4f3e23a6a.PST.2FSG	צ	ג	פ
R079|T1|C3	R079	T1	C3	הִצְגִיף	הצגיף	SYN-RT-953db93f12	צגפ	HIFIL	PST.3MSG	SYN-LX-a4f3e23a6a.PST.3MSG	צ	ג	פ
R079|T1|C4	R079	T1	C4	הִצְגִיפָה	הצגיפה	SYN-RT-953db93f12	צגפ	HIFIL	PST.3FSG	SYN-LX-a4f3e23a6a.PST.3FSG	צ	ג	פ
R079|T1|C5	R079	T1	C5	הִצְגַפְנוּ	הצגפנו	SYN-RT-953db93f12	צגפ	HIFIL	PST.1PL	SYN-LX-a4f3e23a6a.PST.1PL	צ	ג	פ
R079|T1|C6	R079	T1	C6	הִצְגַפְתֶּם	הצגפתם	SYN-RT-953db93f12	צגפ	HIFIL	PST.2MPL	SYN-LX-a4f3e23a6a.PST.2MPL	צ	ג	פ
R079|T1|C7	R079	T1	C7	הִצְגַפְתֶּן	הצגפתן	SYN-RT-953db93f12	צגפ	HIFIL	PST.2FPL	SYN-LX-a4f3e23a6a.PST.2FPL	צ	ג	פ
R079|T1|C8	R079	T1	C8	הִצְגִיפוּ	הצגיפו	SYN-RT-953db93f12	צגפ	HIFIL	PST.3PL	SYN-LX-a4f3e23a6a.PST.3PL	צ	ג	פ
R079|T2|C0	R079	T2	C0	צֻגַּפְתִּי	צגפתי	SYN-RT-953db93f12	צגפ	PUAL	PST.1SG	SYN-LX-4919c12c99.PST.1SG	צ	ג	פ
R079|T2|C1	R079	T2	C1	צֻגַּפְתָּ	צגפת	SYN-RT-953db93f12	צגפ	PUAL	PST.2MSG	SYN-LX-4919c12c99.PST.2MSG	צ	ג	פ
R079|T2|C2	R079	T2	C2	צֻגַּפְתְּ	צגפת	SYN-RT-953db93f12	צגפ	PUAL	PST.2FSG	SYN-LX-4919c12c99.PST.2FSG	צ	ג	פ
R079|T2|C3	R079	T2	C3	צֻגַּף	צגף	SYN-RT-953db93f12	צגפ	PUAL	PST.3MSG	SYN-LX-4919c12c99.PST.3MSG	צ	ג	פ
R079|T2|C4	R079	T2	C4	צֻגְּפָה	צגפה	SYN-RT-953db93f12	צגפ	PUAL	PST.3FSG	SYN-LX-4919c12c99.PST.3FSG	צ	ג	פ
R079|T2|C5	R079	T2	C5	צֻגַּפְנוּ	צגפנו	SYN-RT-953db93f12	צגפ	PUAL	PST.1PL	SYN-LX-4919c12c99.PST.1PL	צ	ג	פ
R079|T2|C6	R079	T2	C6	צֻגַּפְתֶּם	צגפתם	SYN-RT-953db93f12	צגפ	PUAL	PST.2MPL	SYN-LX-4919c12c99.PST.2MPL	צ	ג	פ
R079|T2|C7	R079	T2	C7	צֻגַּפְתֶּן	צגפתן	SYN-RT-953db93f12	צגפ	PUAL	PST.2FPL	SYN-LX-4919c12c99.PST.2FPL	צ	ג	פ
R079|T2|C8	R079	T2	C8	צֻגְּפוּ	צגפו	SYN-RT-953db93f12	צגפ	PUAL	PST.3PL	SYN-LX-4919c12c99.PST.3PL	צ	ג	פ
R079|T3|C0	R079	T3	C0	צִגַּפְתִּי	צגפתי	SYN-RT-953db93f12	צגפ	PIEL	PST.1SG	SYN-LX-df3c2bac50.PST.1SG	צ	ג	פ
R079|T3|C1	R079	T3	C1	צִגַּפְתָּ	צגפת	SYN-RT-953db93f12	צגפ	PIEL	PST.2MSG	SYN-LX-df3c2bac50.PST.2MSG	צ	ג	פ
R079|T3|C2	R079	T3	C2	צִגַּפְתְּ	צגפת	SYN-RT-953db93f12	צגפ	PIEL	PST.2FSG	SYN-LX-df3c2bac50.PST.2FSG	צ	ג	פ
R079|T3|C3	R079	T3	C3	צִגֵּף	צגף	SYN-RT-953db93f12	צגפ	PIEL	PST.3MSG	SYN-LX-df3c2bac50.PST.3MSG	צ	ג	פ
R079|T3|C4	R079	T3	C4	צִגְּפָה	צגפה	SYN-RT-953db93f12	צגפ	PIEL	PST.3FSG	SYN-LX-df3c2bac50.PST.3FSG	צ	ג	פ
R079|T3|C5	R079	T3	C5	צִגַּפְנוּ	צגפנו	SYN-RT-953db93f12	צגפ	PIEL	PST.1PL	SYN-LX-df3c2bac50.PST.1PL	צ	ג	פ
R079|T3|C6	R079	T3	C6	צִגַּפְתֶּם	צגפתם	SYN-RT-953db93f12	צגפ	PIEL	PST.2MPL	SYN-LX-df3c2bac50.PST.2MPL	צ	ג	פ
R079|T3|C7	R079	T3	C7	צִגַּפְתֶּן	צגפתן	SYN-RT-953db93f12	צגפ	PIEL	PST.2FPL	SYN-LX-df3c2bac50.PST.2FPL	צ	ג	פ
R079|T3|C8	R079	T3	C8	צִגְּפוּ	צגפו	SYN-RT-953db93f12	צגפ	PIEL	PST.3PL	SYN-LX-df3c2bac50.PST.3PL	צ	ג	פ
R079|T4|C0	R079	T4	C0	הֻצְגַפְתִּי	הצגפתי	SYN-RT-953db93f12	צגפ	HUFAL	PST.1SG	SYN-LX-8b93d197ab.PST.1SG	צ	ג	פ
R079|T4|C1	R079	T4	C1	הֻצְגַפְתָּ	הצגפת	SYN-RT-953db93f12	צגפ	HUFAL	PST.2MSG	SYN-LX-8b93d197ab.PST.2MSG	צ	ג	פ
R079|T4|C2	R079	T4	C2	הֻצְגַפְתְּ	הצגפת	SYN-RT-953db93f12	צגפ	HUFAL	PST.2FSG	SYN-LX-8b93d197ab.PST.2FSG	צ	ג	פ
R079|T4|C3	R079	T4	C3	הֻצְגַף	הצגף	SYN-RT-953db93f12	צגפ	HUFAL	PST.3MSG	SYN-LX-8b93d197ab.PST.3MSG	צ	ג	פ
R079|T4|C4	R079	T4	C4	הֻצְגְפָה	הצגפה	SYN-RT-953db93f12	צגפ	HUFAL	PST.3FSG	SYN-LX-8b93d197ab.PST.3FSG	צ	ג	פ
R079|T4|C5	R079	T4	C5	הֻצְגַפְנוּ	הצגפנו	SYN-RT-953db93f12	צגפ	HUFAL	PST.1PL	SYN-LX-8b93d197ab.PST.1PL	צ	ג	פ
R079|T4|C6	R079	T4	C6	הֻצְגַפְתֶּם	הצגפתם	SYN-RT-953db93f12	צגפ	HUFAL	PST.2MPL	SYN-LX-8b93d197ab.PST.2MPL	צ	ג	פ
R079|T4|C7	R079	T4	C7	הֻצְגַפְתֶּן	הצגפתן	SYN-RT-953db93f12	צגפ	HUFAL	PST.2FPL	SYN-LX-8b93d197ab.PST.2FPL	צ	ג	פ
R079|T4|C8	R079	T4	C8	הֻצְגְפוּ	הצגפו	SYN-RT-953db93f12	צגפ	HUFAL	PST.3PL	SYN-LX-8b93d197ab.PST.3PL	צ	ג	פ
R079|T5|C0	R079	T5	C0	צָגַפְתִּי	צגפתי	SYN-RT-953db93f12	צגפ	PAAL	PST.1SG	SYN-LX-33d5f6b601.PST.1SG	צ	ג	פ
R079|T5|C1	R079	T5	C1	צָגַפְתָּ	צגפת	SYN-RT-953db93f12	צגפ	PAAL	PST.2MSG	SYN-LX-33d5f6b601.PST.2MSG	צ	ג	פ
R079|T5|C2	R079	T5	C2	צָגַפְתְּ	צגפת	SYN-RT-953db93f12	צגפ	PAAL	PST.2FSG	SYN-LX-33d5f6b601.PST.2FSG	צ	ג	פ
R079|T5|C3	R079	T5	C3	צָגַף	צגף	SYN-RT-953db93f12	צגפ	PAAL	PST.3MSG	SYN-LX-33d5f6b601.PST.3MSG	צ	ג	פ
R079|T5|C4	R079	T5	C4	צָגְפָה	צגפה	SYN-RT-953db93f12	צגפ	PAAL	PST.3FSG	SYN-LX-33d5f6b601.PST.3FSG	צ	ג	פ
R079|T5|C5	R079	T5	C5	צָגַפְנוּ	צגפנו	SYN-RT-953db93f12	צגפ	PAAL	PST.1PL	SYN-LX-33d5f6b601.PST.1PL	צ	ג	פ
R079|T5|C6	R079	T5	C6	צְגַפְתֶּם	צגפתם	SYN-RT-953db93f12	צגפ	PAAL	PST.2MPL	SYN-LX-33d5f6b601.PST.2MPL	צ	ג	פ
R079|T5|C7	R079	T5	C7	צְגַפְתֶּן	צגפתן	SYN-RT-953db93f12	צגפ	PAAL	PST.2FPL	SYN-LX-33d5f6b601.PST.2FPL	צ	ג	פ
R079|T5|C8	R079	T5	C8	צָגְפוּ	צגפו	SYN-RT-953db93f12	צגפ	PAAL	PST.3PL	SYN-LX-33d5f6b601.PST.3PL	צ	ג	פ
R079|T6|C0	R079	T6	C0	הִתְצַגַּפְתִּי	התצגפתי	SYN-RT-953db93f12	צגפ	HITPAEL	PST.1SG	SYN-LX-63f63af727.PST.1SG	צ	ג	פ
R079|T6|C1	R079	T6	C1	הִתְצַגַּפְתָּ	התצגפת	SYN-RT-953db93f12	צגפ	HITPAEL	PST.2MSG	SYN-LX-63f63af727.PST.2MSG	צ	ג	פ
R079|T6|C2	R079	T6	C2	הִתְצַגַּפְתְּ	התצגפת	SYN-RT-953db93f12	צגפ	HITPAEL	PST.2FSG	SYN-LX-63f63af727.PST.2FSG	צ	ג	פ
R079|T6|C3	R079	T6	C3	הִתְצַגֵּף	התצגף	SYN-RT-953db93f12	צגפ	HITPAEL	PST.3MSG	SYN-LX-63f63af727.PST.3MSG	צ	ג	פ
R079|T6|C4	R079	T6	C4	הִתְצַגְּפָה	התצגפה	SYN-RT-953db93f12	צגפ	HITPAEL	PST.3FSG	SYN-LX-63f63af727.PST.3FSG	צ	ג	פ
R079|T6|C5	R079	T6	C5	הִתְצַגַּפְנוּ	התצגפנו	SYN-RT-953db93f12	צגפ	HITPAEL	PST.1PL	SYN-LX-63f63af727.PST.1PL	צ	ג	פ
R079|T6|C6	R079	T6	C6	הִתְצַגַּפְתֶּם	התצגפתם	SYN-RT-953db93f12	צגפ	HITPAEL	PST.2MPL	SYN-LX-63f63af727.PST.2MPL	צ	ג	פ
R079|T6|C7	R079	T6	C7	הִתְצַגַּפְתֶּן	התצגפתן	SYN-RT-953db93f12	צגפ	HITPAEL	PST.2FPL	SYN-LX-63f63af727.PST.2FPL	צ	ג	פ
R079|T6|C8	R079	T6	C8	הִתְצַגְּפוּ	התצגפו	SYN-RT-953db93f12	צגפ	HITPAEL	PST.3PL	SYN-LX-63f63af727.PST.3PL	צ	ג	פ
R080|T0|C0	R080	T0	C0	נִלְתַגְתִּי	נלתגתי	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.1SG	SYN-LX-5113abdede.PST.1SG	ל	ת	ג
R080|T0|C1	R080	T0	C1	נִלְתַגְתָּ	נלתגת	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.2MSG	SYN-LX-5113abdede.PST.2MSG	ל	ת	ג
R080|T0|C2	R080	T0	C2	נִלְתַגְתְּ	נלתגת	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.2FSG	SYN-LX-5113abdede.PST.2FSG	ל	ת	ג
R080|T0|C3	R080	T0	C3	נִלְתַג	נלתג	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.3MSG	SYN-LX-5113abdede.PST.3MSG	ל	ת	ג
R080|T0|C4	R080	T0	C4	נִלְתְגָה	נלתגה	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.3FSG	SYN-LX-5113abdede.PST.3FSG	ל	ת	ג
R080|T0|C5	R080	T0	C5	נִלְתַגְנוּ	נלתגנו	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.1PL	SYN-LX-5113abdede.PST.1PL	ל	ת	ג
R080|T0|C6	R080	T0	C6	נִלְתַגְתֶּם	נלתגתם	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.2MPL	SYN-LX-5113abdede.PST.2MPL	ל	ת	ג
R080|T0|C7	R080	T0	C7	נִלְתַגְתֶּן	נלתגתן	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.2FPL	SYN-LX-5113abdede.PST.2FPL	ל	ת	ג
R080|T0|C8	R080	T0	C8	נִלְתְגוּ	נלתגו	SYN-RT-b6f43c45f6	לתג	NIFAL	PST.3PL	SYN-LX-5113abdede.PST.3PL	ל	ת	ג
R080|T1|C0	R080	T1	C0	הִלְתַגְתִּי	הלתגתי	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.1SG	SYN-LX-a3bd3c0f0b.PST.1SG	ל	ת	ג
R080|T1|C1	R080	T1	C1	הִלְתַגְתָּ	הלתגת	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.2MSG	SYN-LX-a3bd3c0f0b.PST.2MSG	ל	ת	ג
R080|T1|C2	R080	T1	C2	הִלְתַגְתְּ	הלתגת	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.2FSG	SYN-LX-a3bd3c0f0b.PST.2FSG	ל	ת	ג
R080|T1|C3	R080	T1	C3	הִלְתִיג	הלתיג	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.3MSG	SYN-LX-a3bd3c0f0b.PST.3MSG	ל	ת	ג
R080|T1|C4	R080	T1	C4	הִלְתִיגָה	הלתיגה	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.3FSG	SYN-LX-a3bd3c0f0b.PST.3FSG	ל	ת	ג
R080|T1|C5	R080	T1	C5	הִלְתַגְנוּ	הלתגנו	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.1PL	SYN-LX-a3bd3c0f0b.PST.1PL	ל	ת	ג
R080|T1|C6	R080	T1	C6	הִלְתַגְתֶּם	הלתגתם	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.2MPL	SYN-LX-a3bd3c0f0b.PST.2MPL	ל	ת	ג
R080|T1|C7	R080	T1	C7	הִלְתַגְתֶּן	הלתגתן	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.2FPL	SYN-LX-a3bd3c0f0b.PST.2FPL	ל	ת	ג
R080|T1|C8	R080	T1	C8	הִלְתִיגוּ	הלתיגו	SYN-RT-b6f43c45f6	לתג	HIFIL	PST.3PL	SYN-LX-a3bd3c0f0b.PST.3PL	ל	ת	ג
R080|T2|C0	R080	T2	C0	לֻתַּגְתִּי	לתגתי	SYN-RT-b6f43c45f6	לתג	PUAL	PST.1SG	SYN-LX-6d177fc588.PST.1SG	ל	ת	ג
R080|T2|C1	R080	T2	C1	לֻתַּגְתָּ	לתגת	SYN-RT-b6f43c45f6	לתג	PUAL	PST.2MSG	SYN-LX-6d177fc588.PST.2MSG	ל	ת	ג
R080|T2|C2	R080	T2	C2	לֻתַּגְתְּ	לתגת	SYN-RT-b6f43c45f6	לתג	PUAL	PST.2FSG	SYN-LX-6d177fc588.PST.2FSG	ל	ת	ג
R080|T2|C3	R080	T2	C3	לֻתַּג	לתג	SYN-RT-b6f43c45f6	לתג	PUAL	PST.3MSG	SYN-LX-6d177fc588.PST.3MSG	ל	ת	ג
R080|T2|C4	R080	T2	C4	לֻתְּגָה	לתגה	SYN-RT-b6f43c45f6	לתג	PUAL	PST.3FSG	SYN-LX-6d177fc588.PST.3FSG	ל	ת	ג
R080|T2|C5	R080	T2	C5	לֻתַּגְנוּ	לתגנו	SYN-RT-b6f43c45f6	לתג	PUAL	PST.1PL	SYN-LX-6d177fc588.PST.1PL	ל	ת	ג
R080|T2|C6	R080	T2	C6	לֻתַּגְתֶּם	לתגתם	SYN-RT-b6f43c45f6	לתג	PUAL	PST.2MPL	SYN-LX-6d177fc588.PST.2MPL	ל	ת	ג
R080|T2|C7	R080	T2	C7	לֻתַּגְתֶּן	לתגתן	SYN-RT-b6f43c45f6	לתג	PUAL	PST.2FPL	SYN-LX-6d177fc588.PST.2FPL	ל	ת	ג
R080|T2|C8	R080	T2	C8	לֻתְּגוּ	לתגו	SYN-RT-b6f43c45f6	לתג	PUAL	PST.3PL	SYN-LX-6d177fc588.PST.3PL	ל	ת	ג
R080|T3|C0	R080	T3	C0	לִתַּגְתִּי	לתגתי	SYN-RT-b6f43c45f6	לתג	PIEL	PST.1SG	SYN-LX-dddffc37c3.PST.1SG	ל	ת	ג
R080|T3|C1	R080	T3	C1	לִתַּגְתָּ	לתגת	SYN-RT-b6f43c45f6	לתג	PIEL	PST.2MSG	SYN-LX-dddffc37c3.PST.2MSG	ל	ת	ג
R080|T3|C2	R080	T3	C2	לִתַּגְתְּ	לתגת	SYN-RT-b6f43c45f6	לתג	PIEL	PST.2FSG	SYN-LX-dddffc37c3.PST.2FSG	ל	ת	ג
R080|T3|C3	R080	T3	C3	לִתֵּג	לתג	SYN-RT-b6f43c45f6	לתג	PIEL	PST.3MSG	SYN-LX-dddffc37c3.PST.3MSG	ל	ת	ג
R080|T3|C4	R080	T3	C4	לִתְּגָה	לתגה	SYN-RT-b6f43c45f6	לתג	PIEL	PST.3FSG	SYN-LX-dddffc37c3.PST.3FSG	ל	ת	ג
R080|T3|C5	R080	T3	C5	לִתַּגְנוּ	לתגנו	SYN-RT-b6f43c45f6	לתג	PIEL	PST.1PL	SYN-LX-dddffc37c3.PST.1PL	ל	ת	ג
R080|T3|C6	R080	T3	C6	לִתַּגְתֶּם	לתגתם	SYN-RT-b6f43c45f6	לתג	PIEL	PST.2MPL	SYN-LX-dddffc37c3.PST.2MPL	ל	ת	ג
R080|T3|C7	R080	T3	C7	לִתַּגְתֶּן	לתגתן	SYN-RT-b6f43c45f6	לתג	PIEL	PST.2FPL	SYN-LX-dddffc37c3.PST.2FPL	ל	ת	ג
R080|T3|C8	R080	T3	C8	לִתְּגוּ	לתגו	SYN-RT-b6f43c45f6	לתג	PIEL	PST.3PL	SYN-LX-dddffc37c3.PST.3PL	ל	ת	ג
R080|T4|C0	R080	T4	C0	הֻלְתַגְתִּי	הלתגתי	SYN-RT-b6f43c45f6	לתג	HUFAL	PST.1SG	SYN-LX-eca874119a.PST.1SG	ל	ת	ג
R080|T4|C1	R080	T4	C1	הֻלְתַגְתָּ	הלתגת	SYN-RT-b6f43c45f6	לתג	HUFAL	PST.2MSG	SYN-LX-eca874119a.PST.2MSG	ל	ת	ג
R080|T4|C2	R080	T4	C2	הֻלְתַגְתְּ	הלתגת	SYN-RT-b6f43c45f6	לתג	HUFAL	PST.2FSG	SYN-LX-eca874119a.PST.2FSG	ל	ת	ג
R080|T4|C3	R080	T4	C3	הֻלְתַג	הלתג	SYN-RT-b6f43c45f6	לתג	HUFAL	PST.3MSG	SYN-LX-eca874119a.PST.3MSG	ל	ת	ג
